Ten_San_Pham,Tu_Gia,Den_Gia,Gia_Goc,Thuong_Hieu
Laptop Dell Latitude 3540 - 71021487 (i5-1335U/RAM 8GB/Onboard/256GB SSD/ Fedora),19390000,0,0,DELL
Laptop Dell Latitude 3540 - 71021489 (i7-1355U/RAM 16GB/Onboard/512GB SSD/ Fedora),25790000,0,0,DELL
Laptop Dell Mobile Precision Workstation 3581 - 71023331 (i7-13800H/RAM 16GB/RTX A500/512GB SSD/ Ubuntu),45300000,0,0,DELL
Laptop Dell Mobile Precision Workstation 3581 - 71024677 (i7-13800H/RAM 32GB/RTX A500/1TB SSD/ Windows 11 Pro),53900000,0,0,DELL
Laptop Dell Mobile Precision Workstation 7680 - 71024676 (i9-13950HX/RAM 32GB/GeForce RTX 2000/1TB SSD/ Windows 11 Pro),88200000,0,0,DELL
Laptop ACER Predator Helios Neo PHN16-71-779X (NH.QLUSV.00B) (i7-13700HX/RAM 16GB/GeForce RTX 4060/512GB SSD/ Windows 11),41990000,0,43990000,ACER
Laptop ASUS ExpertBook B1502CVA-NJ0050W (i5-1335U/RAM 8GB/Onboard/512GB SSD/ Windows 11),19690000,0,19990000,ASUS
Laptop Lenovo LOQ 15IRX9 - 83DV000NVN (i7-13650HX/RAM 16GB/GeForce RTX 4050/512GB SSD/ Windows 11),28990000,0,31990000,LENOVO
Laptop gaming HP Omen 16-wf0130TX (8W944PA) (i7-13700HX/RAM 32GB/GeForce RTX 4070/1TB SSD/ Windows 11),55590000,0,58990000,HP
Laptop ACER Swift Go SFG14-72-55HZ (Ultra 5-125H/RAM 16GB/Onboard/512GB SSD/ Windows 11 + Office),21990000,0,22990000,ACER
Laptop ASUS ROG Strix Scar 18 G834JYR-R6011W (i9-14900HX/RAM 64GB/GeForce RTX 4090/2TB SSD/ Windows 11),109990000,0,130000000,ASUS
Laptop ASUS ROG Strix Scar 16 G634JZR-NM009W (i9-14900HX/RAM 64GB/GeForce RTX 4080/2TB SSD/ Windows 11),89990000,0,110000000,ASUS
Laptop HP ProBook 450 G10 - 9H8H2PT (i7-1355U/RAM 16GB/GeForce RTX 2050/512GB SSD/ Windows 11),30590000,0,0,HP
Laptop HP Elitebook 630 G10 - 9H1N9PT (i7-1355U/RAM 16GB/Onboard/512GB SSD/ Windows 11),27790000,0,0,HP
Laptop HP Elitebook 630 G10 - 9J0B7PT (i7-1355U/RAM 16GB/Onboard/512GB SSD/ Windows 11),24490000,0,28590000,HP
Laptop HP ProBook 440 G10 - 9H8U4PT (i5-1335U/RAM 8GB/Onboard/512GB SSD/ Windows 11),21490000,0,0,HP
Laptop gaming HP Omen 16-xf0070AX - 8W945PA (Ryzen 9 7940HS/RAM 32GB/GeForce RTX 4070/1TB SSD/ Windows 11),59590000,0,62890000,HP
Laptop Dell Vostro 15 3530 - 80GG93 (i5-1335U/RAM 16GB/Onboard/512GB SSD/ Windows 11 + Office),18490000,0,19190000,DELL
Laptop gaming Lenovo Legion 5 16IRX9 - 83DG004YVN (i7-14650HX/RAM 16GB/GeForce RTX 4060/512GB SSD/ Windows 11),41990000,0,43990000,LENOVO
Laptop Lenovo LOQ 15IRH8 - 82XV00QXVN (i7-13620H/RAM 16GB/GeForce RTX 4050/512GB SSD/ Windows 11),27990000,0,31990000,LENOVO
Laptop HP 15-fd0235TU - 9Q970PA (i5-1334U) (Bạc),19590000,0,0,HP
Laptop Yoga Slim 7 14IMH9 - 83CV001VVN (Ultra 7 155H) (Xám),31490000,0,31990000,LENOVO
Laptop HP ProBook 440 G10 - 9H8U6PT (i5-1335U) (Bạc),20990000,0,21890000,HP
Laptop Asus ROG Zephyrus G16 GU605MV-QR135W (U9-185H) (Xám),63990000,0,67990000,ASUS
Laptop Asus ROG Zephyrus G14 GA403UU-QS101W (R9-8945HS) (Trắng),51790000,0,54990000,ASUS
MacBook Air M3 2024 15 inch (8GB/512GB SSD),36290000,0,37990000,APPLE
MacBook Air M3 15 inch 2024 (16GB/512GB SSD),42490000,0,42990000,APPLE
MacBook Air M3 15 inch 2024 (16GB/256GB SSD),37290000,0,38190000,APPLE
MacBook Pro 14 inch M3 2023 (16GB/1TB SSD),49900000,0,54990000,APPLE
MacBook Pro 14 inch M3 2023 (16GB/1TB SSD),49900000,0,51900000,APPLE
Laptop Asus TUF Gaming A15 FA507UV-LP090W,32990000,0,38990000,ASUS
Laptop Acer Gaming Predator Helios 18 - PH18-72-908N (i9-14900HX) (Đen),100190000,0,104990000,ACER
MacBook Air M2 2022 13 inch (24GB/512GB SSD/70W),41790000,0,0,APPLE
MacBook Pro 16 inch M3 Max 2023 (64GB/1TB SSD),112290000,0,0,APPLE
Laptop Lenovo IdeaPad Slim 5 14IMH9 - 83DA0020VN (Ultra 7-155H),26190000,0,28690000,LENOVO
Laptop MSI Katana A15 AI B8VF-419VN (AMD Ryzen 7 8845H) (Đen),28990000,0,30990000,MSI
Laptop Asus ROG Zephyrus G14 GA403UV-QS171W (AMD Ryzen 9 8945HS) (Xám),55590000,0,58990000,ASUS
Laptop Asus ROG Zephyrus G16 GU605MV-QR196W (Ultra 9 - 185H) (Trắng),63990000,0,67990000,ASUS
Laptop gaming Lenovo LOQ 15ARP9 - 83JC003YVN (Ryzen 7 7435HS/RAM 24GB/GeForce RTX 4060/512GB SSD/ Windows 11),28990000,0,31490000,LENOVO
Laptop Dell Inspiron 15 3530 (N3530-i3U085W11SLU) (i3-1305U) (Bạc),12790000,0,13890000,DELL
Laptop Lenovo IdeaPad Slim 5 14AHP9 - 83DB003BVN (Ryzen 7 8845HS/RAM 16GB/Onboard/512GB SSD/ Windows 11),23190000,0,0,LENOVO
Laptop ASUS ROG Strix G614JVR-N4162W (i9-14900HX/RAM 32GB/GeForce RTX 4060/1TB SSD/ Windows 11),52990000,0,0,ASUS
"Máy tính xách tay Macbook Pro 14"" M3 Max 14C CPU/ 30C GPU/ 36GB/ RAM 2TB SSD (Space Black) Z1AW",93440000,0,93990000,APPLE
Laptop ASUS ROG Strix G16 G614JIR-N4046W (i9-14900HX/RAM 32GB/GeForce RTX 4070/1TB SSD/ Windows 11),63990000,0,0,ASUS
Laptop Lenovo ThinkPad E14 Gen 5 - 21JK00H4VA (i5-13420H/RAM 16GB/Onboard/512GB SSD/,19290000,0,0,LENOVO
Laptop ASUS TUF Gaming A14 FA401WV-RG062WS (Ryzen AI 9 HX 370/RAM 16GB/GeForce RTX 4060/1TB SSD/ Windows 11 + Office),44990000,0,0,ASUS
Laptop ASUS Expertbook B1 B1500CBA-BQ0249W (i5-1235U/RAM 8GB/Onboard/512GB SSD/ Windows 11),19890000,0,21090000,ASUS
Laptop Lenovo IdeaPad 5 Pro 16ARH7-82SN00AYVN (AMD Ryzen 5 6600HS) (Xám),29990000,0,0,LENOVO
Laptop Lenovo IdeaPad 3 14IAU7-82RJ009MVN (i3-1215U) (Xanh),13990000,0,0,LENOVO
Laptop Lenovo IdeaPad 5 15ABA7-82SG007KVN (AMD Ryzen 5 5625U) (Xám),18190000,0,0,LENOVO
Laptop HP Envy X360 13-bf0112TU - 7C0N9PA (i5-1230U) (Bạc),27890000,0,29690000,HP
Laptop HP Elitebook 630 G9 - 6M140PA (i3-1215U) (Bạc),16790000,0,17890000,HP
Laptop HP Elitebook 630 G9 - 6M141PA (i3-1215U) (Bạc),17690000,0,18790000,HP
Laptop HP EliteBook 840 G9 - 6Z970PA (i7-1260P) (Bạc),35990000,0,38290000,HP
Laptop HP Probook 450 G9 - 6M0Y5PA (i3-1215U) (Bạc),17090000,0,18190000,HP
Laptop Gigabyte A5 K1-AVN1030SB (AMD Ryzen 5 5600H) (Đen),20690000,0,23990000,GIGABYTE
Laptop ASUS Vivobook 15 OLED A1505VA-L1052W (i5-13500H/RAM 8GB/512GB SSD/ Windows 11),20190000,0,20490000,ASUS
Laptop Asus Vivobook X1504VA-NJ023W (i7-1355U) (Bạc),21890000,0,22990000,ASUS
Laptop HP 240 G9 (6L1X3PA) (i3-1215U) (Bạc),13390000,0,14190000,HP
Laptop Lenovo V15 G3 IAP - 82TT00ARVN (i3-1215U) (Xám),13090000,0,0,LENOVO
Laptop Lenovo V15 G3 IAP - 82TT00ATVN (i5-1235U) (Xám),17290000,0,0,LENOVO
Laptop Asus VivoBook S 14 Flip TN3402YA-LZ026W (AMD Ryzen 5-7530U) (Bạc),18990000,0,0,ASUS
Laptop ACER Aspire 7 A715-76G-5132 (NH.QMESV.002) (i5-12450H/RAM 8GB/GeForce GTX 1650/512GB SSD/ Windows 11),20990000,0,0,ACER
Laptop Acer Predator Helios Neo PHN16-71-59TN (NH.QLUSV.003) (i5-13500HX) (Đen),39990000,0,0,ACER
Laptop Acer Aspire 5 A515-58P-34RJ (NX.KHJSV.003) (i3-1315U) (Bạc),13090000,0,0,ACER
Laptop HP Victus 15-fa0155TX (81P00PA) (i5-12450H) (Đen),27990000,0,0,HP
Laptop MSI Creator Z16 HX Studio B13VGTO - 062VN (i9-13950HX) (Xám),79490000,0,87990000,MSI
Laptop MSI Creator Z17 HX Studio A13VGT - 068VN (i7-13700HX) (Xám),73790000,0,81990000,MSI
Laptop Asus Vivobook S 14 Flip TP3402VA-LZ025W (i3-1315U) (Bạc),16990000,0,0,ASUS
Laptop gaming MSI Stealth 14 Studio A13VF-051VN (i7-13700H/RAM 16GB/GeForce RTX 4060/1TB SSD/ Windows 11),51690000,0,54990000,MSI
Laptop gaming MSI Stealth 15 A13VF-069VN (i7-13620H/RAM 16GB/GeForce RTX 4060/1TB SSD/ Windows 11),42990000,0,47990000,MSI
Laptop MSI Raider GE68HX 13VG-048VN (i7-13700HX) (Đen),57590000,0,66990000,MSI
Laptop Asus Vivobook 14X OLED K3405ZF-KM086W (i5-12450H) (Bạc),25690000,0,25990000,ASUS
Laptop Lenovo LOQ 15IRH8 - 82XV00D5VN (i7-13620H) (Xám),35990000,0,0,LENOVO
Laptop HP Pavilion X360 14 - ek1048TU (i5-1335U) (Vàng),22890000,0,0,HP
Laptop gaming ACER Nitro 16 AN16-41-R60F (Ryzen 7 7840HS/RAM 8GB/GeForce RTX 4050/512GB SSD/ Windows 11),34390000,0,35990000,ACER
Laptop gaming ACER Nitro 16 AN16-41-R76E (Ryzen 9 7940HS/RAM 16GB/GeForce RTX 4060/512GB SSD/ Windows 11),40590000,0,42490000,ACER
Laptop gaming ACER Nitro 16 AN16-41-R3SM (Ryzen 7 7840HS/RAM 16GB/GeForce RTX 4060/512GB SSD/ Windows 11),38190000,0,39990000,ACER
Laptop gaming ACER Nitro 16 Phoenix AN16-41-R50Z (Ryzen 5 7640HS/RAM 8GB/GeForce RTX 4050/512GB SSD/ Windows 11),26990000,0,30990000,ACER
Laptop HP ProBook 440 G10 - 873A6PA (i5-1335U) (Bạc),20590000,0,0,HP
Laptop HP ProBook 440 G10 - 873B1PA (i5-1340P) (Bạc),22690000,0,0,HP
Laptop HP Elite x360 830 G10 - 876C5PA (i7-1355U) (Bạc),41290000,0,43990000,HP
Laptop gaming HP Victus 15-fa1085TX - 8C5M2PA (i7-13700H/RAM 16GB/GeForce RTX 4050/512GB SSD/ Windows 11),31790000,0,33990000,HP
Laptop GIGABYTE Aero 14 Oled 9MF-E2VNBB4SH (i5-12500H/RAM 16GB/Onboard/1TB SSD/ Windows 11),33390000,0,34990000,GIGABYTE
Laptop HP Pavilion 15-eg3095TU - 8C5L6PA (i5-1335U/RAM 8GB/Onboard/512GB SSD/ Windows 11),18590000,0,19990000,HP
Laptop HP 240 G10 - 8F134PA (i5-1335U/RAM 8GB/Onboard/512GB SSD/ Windows 11),18790000,0,0,HP
Laptop HP 240 G10 - 8F140PA (i7-1355U/RAM 16GB/Onboard/512GB SSD/ Windows 11),21990000,0,0,HP
Laptop HP 15-fd0084TU - 8D737PA (i7-1355U/RAM 8GB/Onboard/512GB SSD/ Windows 11),21690000,0,0,HP
Laptop HP Victus 15-fa1090TX - (8C5M7PA) (i5-13420H/RAM 16GB/GeForce RTX 2050/512GB SSD/ Windows 11),25290000,0,26990000,HP
Laptop gaming HP Victus 15-fa1088TX - 8C5M5PA (i5-13500H/RAM 16GB/GeForce RTX 4050/512GB SSD/ Windows 11),28190000,0,29990000,HP
Laptop HP Victus 15-fa1086TX - 8C5M3PA (i5-13500H/RAM 16GB/GeForce RTX 4050/1TB SSD/ Windows 11),29490000,0,31390000,HP
Laptop gaming MSI Cyborg 15 A12UC - 621VN (i5-12450H/RAM 8GB/GeForce RTX 3050/512GB SSD/ Windows 11),17990000,0,19990000,MSI
Laptop ACER Aspire 3 A315-59-31BT (NX.K6TSV.00L) (i3-1215U/RAM 8GB/Onboard/256GB SSD/ Windows 11),10490000,0,10990000,ACER
Laptop ACER Aspire 5 A515-58P-56RP (NX.KHJSV.008) (i5-1335U/RAM 16GB/Onboard/512GB SSD/ Windows 11),15990000,0,16990000,ACER
Laptop ACER Aspire 7 A715-76-728X (NH.QGESV.008) (i7-12650H/RAM 16GB/Onboard/512GB SSD/ Windows 11),19590000,0,20490000,ACER
Laptop HP ZBook Firefly 16 G10 - 740J1AV (i7-1355U/RAM 16GB/RTX A500/512GB SSD/ Windows 11 Pro),48090000,0,52900000,HP
Laptop HP ProBook 445 G10 - 878T1PA (AMD Ryzen 5 7530U) (Bạc),17290000,0,0,HP
MacBook Pro 14 inch M2 Pro 2023 (32GB/2TB SSD),78390000,83490000,0,APPLE
MacBook Pro 14 inch M2 Pro 2023 (32GB/1TB SSD),73190000,0,0,APPLE
MacBook Pro 14 inch M2 Max 2023 (64GB/4TB SSD),119590000,0,0,APPLE
MacBook Pro 14 inch M2 Max 2023 (64GB/1TB SSD),88990000,0,93890000,APPLE
MacBook Pro 14 inch M2 Pro 2023 (32GB/1TB SSD),63990000,0,0,APPLE
MacBook Pro 14 inch M2 Pro 2023 (32GB/512GB SSD/12C CPU/19C GPU),68090000,0,0,APPLE
MacBook Pro 14 inch M2 Pro 2023 (32GB/512GB SSD/10C CPU/16C GPU),60890000,0,0,APPLE
MacBook Pro 14 inch M2 Max 2023 (64GB/1TB SSD),88690000,0,0,APPLE
MacBook Pro 16 inch M2 Pro 2023 (32GB/1TB SSD),78390000,79290000,0,APPLE
MacBook Pro 16 inch M2 Max 2023 (96GB/8TB SSD),165990000,0,0,APPLE
MacBook Pro 16 inch M2 Max 2023 (96GB/2TB SSD),119590000,0,0,APPLE
MacBook Pro 16 inch M2 Max 2023 (32GB/512GB SSD),78390000,0,0,APPLE
MacBook Pro 16 inch M2 Max 2023 (32GB/2TB SSD),93890000,0,0,APPLE
MacBook Pro 16 inch M2 Max 2023 (64GB/4TB SSD),124790000,0,0,APPLE
MacBook Pro 16 inch M2 Pro 2023 (32GB/512GB SSD),73190000,74090000,0,APPLE
MacBook Pro 16 inch M2 Max 2023 (32GB/1TB SSD),83490000,0,0,APPLE
MacBook Pro 16 inch M2 Max 2023 (96GB/1TB SSD),110590000,0,0,APPLE
MacBook Air M2 2022 13 inch (24GB/256GB SSD),41790000,0,0,APPLE
MacBook Air M2 2022 13 inch (16GB/512GB SSD),44390000,0,0,APPLE
MacBook Air M2 2022 13 inch (24GB/256GB SSD),44390000,0,0,APPLE
MacBook Air M2 2022 13 inch (24GB/512GB SSD),47090000,0,0,APPLE
MacBook Air M2 2022 13 inch (16GB/1TB SSD),47490000,49690000,0,APPLE
MacBook Air M2 2022 13 inch (24GB/512GB SSD/8C CPU/10C GPU),49690000,0,0,APPLE
MacBook Air M2 2022 13 inch (16GB/2TB SSD),58890000,0,0,APPLE
MacBook Pro M2 2022 13 inch (16GB/1TB SSD),47990000,49090000,0,APPLE
MacBook Pro M2 2022 13 inch (24GB/2TB SSD),63390000,0,0,APPLE
MacBook Pro M2 2022 13 inch (24GB/1TB SSD),53090000,53290000,0,APPLE
MacBook Pro M2 2022 13 inch (24GB/512GB SSD),49590000,0,0,APPLE
MacBook Pro M2 2022 13 inch (24GB/256GB SSD),44290000,0,0,APPLE
Laptop gaming ACER Nitro 5 AN515-58-50EE (i5-12450H/RAM 8GB/GeForce RTX 3050/512GB SSD/ Windows 11),23890000,0,24990000,ACER
Laptop HP 15s-fq5231TU - 8U241PA (i3-1215U/RAM 8GB/Onboard/256GB SSD/ Windows 11),11990000,0,0,HP
Laptop gaming HP Victus 15-fb1023AX - 94F20PA (Ryzen 5 7535HS/RAM 8GB/GeForce RTX 2050/512GB SSD/ Windows 11),22790000,0,24490000,HP
MacBook Pro 14 inch M3 2023 (8GB/1TB SSD),42990000,0,47390000,APPLE
Laptop Gigabyte G5 MF-F2VN313SH (i5-12450H) (Đen),22290000,0,23290000,GIGABYTE
Laptop MSI Vector GP78 HX 13VI-476VN (i9-13980HX/RAM 32GB/GeForce RTX 4090/2TB SSD/ Windows 11),79190000,0,89990000,MSI
Laptop Lenovo Ideapad 1 14ALC7 - 82R30077VN (Ryzen 7 5700U/RAM 16GB/Onboard/512GB SSD/ Windows 11),12990000,0,13990000,LENOVO
Laptop Dell XPS 15 9530 - 71015716 (i7-13700H/RAM 16GB/GeForce RTX 4050/512GB SSD/ Windows 11 + Office),66990000,0,69990000,DELL
Laptop Dell Latitude 3540 - 71021486 (i3-1315U/RAM 8GB/Onboard/256GB SSD/ Fedora),16590000,0,0,DELL
Laptop Dell Mobile Precision Workstation 5680 - 71023332 (i7-13800H/RAM 16GB/GeForce RTX 2000/512GB SSD/ Ubuntu),84700000,0,0,DELL
Laptop Dell Mobile Precision Workstation 3480 - 71024682 (i7-1370P/RAM 32GB/RTX A500/1TB SSD/ Windows 11 Pro),49900000,0,0,DELL
Laptop Lenovo IdeaPad Slim 5 16IAH8 - 83BG001XVN (i5-12450H/RAM 16GB/Onboard/512GB SSD/ Windows 11),16490000,0,17490000,LENOVO
Laptop Lenovo IdeaPad Flex 5 14IAU7 - 82R700JLVN (i5-1235U/RAM 16GB/Onboard/512GB SSD/ Windows 11),16490000,0,18990000,LENOVO
Laptop HP 14s-dq5121TU - 8W355PA (i3-1215U/RAM 8GB/Onboard/512GB SSD/ Windows 11),12990000,0,0,HP
Laptop Dell Latitude 3540 - 71021488 (i7-1355U/RAM 8GB/Onboard/256GB SSD/ Fedora),24490000,0,0,DELL
Laptop Dell Mobile Precision Workstation 5680 - 71023333 (i7-13800H/RAM 16GB/RTX A1000/512GB SSD/ Ubuntu),78800000,0,0,DELL
Laptop Dell Mobile Precision Workstation 7680 - 71023334 (i7-13850HX/RAM 16GB/GeForce RTX 2000/512GB SSD/ Ubuntu),74200000,0,0,DELL
Laptop Dell Mobile Precision Workstation 7680 - 71024681 (i7-13850HX/RAM 32GB/GeForce RTX 2000/1TB SSD/ Windows 11 Pro),81300000,0,0,DELL
Laptop Dell Mobile Precision Workstation 3581 - 71024679 (i7-13800H/RAM 32GB/RTX A1000/1TB SSD/ Windows 11 Pro),57200000,0,0,DELL
Laptop Dell Mobile Precision Workstation 5680 - 71024680 (i9-13900H/RAM 32GB/GeForce RTX 2000/1TB SSD/ Ubuntu),101700000,0,0,DELL
Laptop ASUS Vivobook 15 X1504ZA-NJ517W (i5-1235U/RAM 16GB/Onboard/512GB SSD/ Windows 11),16190000,0,16490000,ASUS
Laptop ACER Aspire 5 A515-58P-35EU (i3-1305U/RAM 8GB/Onboard/512GB SSD/ Windows 11),12290000,0,0,ACER
Laptop ACER Aspire 5 A515-58M-951T (i9-13900H/RAM 16GB/Onboard/512GB SSD/ Windows 11),23990000,0,0,ACER
Laptop ACER Predator Helios Neo PHN16-71-547E (NH.QLUSV.00A) (i5-13500HX/RAM 16GB/GeForce RTX 4060/512GB SSD/ Windows 11),40890000,0,0,ACER
Laptop ASUS Vivobook 14 X1404ZA-NK075W (i3-1215U/RAM 8GB/Onboard/256GB SSD/ Windows 11),12190000,0,12490000,ASUS
Laptop ASUS ExpertBook B5402CVA-KI0123W (i5-1340P/RAM 16GB/Onboard/512GB SSD/ Windows 11),24290000,0,24590000,ASUS
Laptop Lenovo Ideapad 1 14ALC7 - 82R30078VN (Ryzen 5 5500U/RAM 16GB/Onboard/512GB SSD/ Windows 11),11990000,0,0,LENOVO
Laptop Lenovo Ideapad Slim 5-14IAH8 (i5-12450H/RAM 16GB/Onboard/1TB SSD/ Windows 11),15990000,0,17490000,LENOVO
Laptop HP 240 G10 - 9H2E0PT (i3-1315U/RAM 8GB/Onboard/512GB SSD/ Windows 11),13790000,0,0,HP
Laptop HP 240 G10 - 9H2E4PT (i5-1335U/RAM 16GB/Onboard/512GB SSD/ Windows 11),19590000,0,0,HP
Laptop HP 240 G10 - 9H2E6PT (i7-1355U/RAM 16GB/Onboard/512GB SSD/ Windows 11),21990000,0,0,HP
Laptop HP ProBook 450 G10 - 9H1N8PT (i5-1335U/RAM 16GB/GeForce RTX 2050/512GB SSD/ Windows 11),26390000,0,0,HP
Laptop HP Probook 450 G10 - 9H1N5PT (i5-1335U/RAM 16GB/Onboard/512GB SSD/ Windows 11),22590000,0,0,HP
Laptop HP Probook 450 G10 - 9H8H1PT (i7-1355U/RAM 16GB/Onboard/512GB SSD/ Windows 11),26990000,0,0,HP
Laptop HP Elitebook 630 G10 - 9J0B4PT (i5-1335U/RAM 16GB/Onboard/512GB SSD/ Windows 11),23590000,0,0,HP
Laptop ACER Aspire 3 A315-510P-34XZ (i3-N305/RAM 8GB/Onboard/512GB SSD/ Windows 11),10990000,0,0,ACER
Laptop ASUS Zenbook 14 OLED - UM3402YA-KM405W (Ryzen 5 7530U/RAM 16GB/Onboard/512GB SSD/ Windows 11),20490000,0,22990000,ASUS
Laptop gaming MSI Stealth 14 AI Studio A1VFG-050VN (Ultra 7-155H/RAM 32GB/GeForce RTX 4060/1TB SSD/ Windows 11),47590000,0,49990000,MSI
Laptop MSI Titan 18 HX A14VIG-205VN (i9-14900HX) (Đen),142590000,0,149990000,MSI
Laptop gaming HP Omen 16-xf0071AX - 8W946PA (Ryzen 7 7840HS/RAM 32GB/GeForce RTX 4060/1TB SSD/ Windows 11),55790000,0,58890000,HP
Laptop ACER Predator Helios Neo 16 - PHN16-71-74QR (i7-13700HX/RAM 16GB/GeForce RTX 4070/512GB SSD/ Windows 11),47690000,0,49990000,ACER
Laptop HP Victus 16-r0227TX - 9Q978PA (i5-13500H) (Đen),32890000,0,34890000,HP
Laptop gaming HP Victus 16-s0141AX - 9Q988PA (Ryzen 7 7840HS/RAM 32GB/GeForce RTX 4050/512GB SSD/ Windows 11),33790000,0,35890000,HP
Laptop HP Victus 16-s0139AX - 9Q986PA (AMD Ryzen 7-7840HS) (Đen),35190000,0,37390000,HP
Laptop gaming HP Victus 16-s0138AX - 9Q985PA (Ryzen 7 7840HS/RAM 32GB/GeForce RTX 4070/512GB SSD/ Windows 11),39090000,0,41390000,HP
Laptop HP Spectre x360 14-ef2062TU - 8F5T5PA (i7-1355U/RAM 16GB/Onboard/1TB SSD/ Windows 11),44890000,0,49990000,HP
Laptop GIGABYTE G5 MF5-52VN383SH (i5-13500H/RAM 8GB/GeForce RTX 4050/512GB SSD/ Windows 11),24990000,0,0,GIGABYTE
Laptop GIGABYTE G5 KF5-53VN383SH (i5-13500H/RAM 8GB/GeForce RTX 4060/512GB SSD/ Windows 11),27290000,0,0,GIGABYTE
Laptop GIGABYTE G5 KF5-53VN353SH (i5-13500H/RAM 16GB/GeForce RTX 4060/512GB SSD/ Windows 11),27990000,0,0,GIGABYTE
Laptop HP ProBook 440 G10 - 9H8U1PT (i3-1315U) (Bạc),16990000,0,0,HP
Laptop HP ProBook 440 G10 - 9H8U3PT (i5-1335U) (Bạc),20590000,0,0,HP
Laptop Acer Swift Go SFG14-41-R5JK (AMD Ryzen 5 7530U) (Bạc),18590000,0,19490000,ACER
Laptop gaming MSI Stealth 16 AI Studio A1VGG-089VN (Ultra 9-185H/RAM 16GB/GeForce RTX 4070/2TB SSD/ Windows 11),59690000,0,64990000,MSI
Laptop MSI Raider GE68 HX 14VIG-496VN (i9-14900HX) (Đen),82290000,0,89990000,MSI
MacBook Air M3 2024 13 inch (16GB/256GB SSD/70w),32390000,33690000,0,APPLE
Laptop Asus ROG Zephyrus G16 GU605MI-QR116W (U9 185H) (Xám),74990000,0,79990000,ASUS
Laptop Asus ROG Strix G16 G614JVR-N4141W (I9-14900HX) (Xám),45990000,0,52990000,ASUS
Laptop gaming MSI Cyborg 15 A12UCX - 618VN (i5-12450H/RAM 16GB/GeForce RTX 2050/512GB SSD/ Windows 11),18990000,0,19900000,MSI
Laptop gaming Lenovo LOQ 15IAX9 - 83FQ0005VN (i5-12450HX/RAM 16GB/Intel Arc A530M/512GB SSD/ 11),19990000,0,21990000,LENOVO
Laptop Dell Vostro V3520-i5U165W11GRU-KYHD (i5-1235U) (Xám),16390000,0,17190000,DELL
Laptop ASUS Vivobook S 14 Flip TN3402YA-LZ192W (Ryzen 5 7530U/RAM 16GB/Onboard/512GB SSD/ Windows 11),18990000,0,0,ASUS
Laptop ASUS Vivobook S 16 OLED M5606NA-MX029W (Ryzen 5 7535HS/RAM 16GB/Onboard/512GB SSD/ Windows 11),21390000,0,22490000,ASUS
Laptop Acer Gaming Predator Helios 16 - PH16-72-95ZM (i9-14900HX) (Đen),75390000,0,78990000,ACER
Laptop Dell Inspiron 14 5440 - N5440-i5U085W11IBU (i5-1334U) (Xanh),19290000,0,20490000,DELL
Laptop Lenovo Ideapad Slim 5 15IRU9 - 83D0000EVN (Core 5 120U) (Xám),19990000,0,21690000,LENOVO
Laptop Lenovo Ideapad Slim 5 15IRU9 - 83D00003VN (Core 5 120U) (Xám),20990000,0,22690000,LENOVO
Laptop MSI Prestige 16 AI Studio B1VFG-082VN (Core Ultra 9 185H) (Xám),53290000,0,55990000,MSI
Laptop MSI Sword 16 HX B14VEKG-039VN (i7-14700HX) (Xám),33290000,0,34990000,MSI
Laptop MSI Sword 16 HX B14VGKG-038VN (i7-14700HX) (Xám),43790000,0,45990000,MSI
Laptop MSI Creator M16 HX C14VFG-040VN (i7-14700HX) (Xám),43790000,0,45990000,MSI
Laptop MSI Creator Z17 HX Studio A14VFT-273VN (i7-14700HX) (Xám),65590000,0,68990000,MSI
Laptop MSI Creator Z17 HX Studio A14VGT-272VN (i7-14700HX) (Xám),68490000,0,71990000,MSI
Laptop MSI Creator 16 AI Studio A1VHG-079VN (Core Ultra 9 185H) (Xám),85590000,0,89990000,MSI
Laptop MSI Creator 16 AI Studio A1VIG-078VN (Core Ultra 9 185H) (Xám),104490000,0,109990000,MSI
Laptop Acer Aspire 15 - A15-51P-53T8 (Core 5 120U) (Xám),15990000,0,0,ACER
Laptop gaming ASUS TUF Gaming F15 FX507VV-LP181W (i7-13620H/RAM 32GB/GeForce RTX 4060/512GB SSD/ Windows 11),32490000,0,36990000,ASUS
Laptop Asus ROG Strix G16 G614JV-N4156W (i7-13650HX) (Xám),39990000,0,44990000,ASUS
Laptop Asus ROG Zephyrus G16 GU603VU-N4019W (i7-13620H) (Xám),39990000,0,44990000,ASUS
Laptop Lenovo Ideapad 3 15IAU7 - 82RK015AVN (i3-1215U) (Xám),12490000,0,13390000,LENOVO
Laptop Lenovo Ideapad Slim 3 15ABR8 - 82XM00EHVN (Xám),14490000,0,15990000,LENOVO
Laptop Dell Gaming G15 5530 (G15-5530-i7H161W11GR4060) (i7-13650HX) (Xám đen),42490000,0,0,DELL
Laptop Dell Gaming G15 5530 (G15-5530-i9H161W11GR4060) (i9-13900HX) (Xám đen),46190000,0,0,DELL
Laptop Lenovo LOQ 15AHP9 - 83DX0085VN (AMD Ryzen™ 7 8845HS) (Xám),33990000,0,0,LENOVO
Laptop Lenovo Legion Pro 7 16IRX9H - 83DE001NVN (i9-14900HX) (Xám),88990000,0,0,LENOVO
Laptop gaming MSI Cyborg 15 A13VFK-876VN (i7-13620H/RAM 16GB/GeForce RTX 4060/512GB SSD/ Windows 11),29990000,0,0,MSI
